233,"Geologic Unit Feature, geothermal characterization",measurements representing 17 geologic formations . Rock density data from published and unpublished sources,1283,"Rock density data, geologic description, lat/long coordinates or location of reference map corner",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,lith
234,Temperature measurement,"New bottom hole temperature and temperature profiles with depth measured by NHGS personnel at 1,000 feet+ well locations",10,"Temperature, depth, boreholeID, elevation and location, source, date measured, settling interval, hole diameter, procedure, geology",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,temp
235,Metadata,GeoLog item:one metadata record and digital scan for each document (if available) for subsurface borings from geotechnical database,1000,"Well depth, location and elevation, static water level, geologic log/descriptions",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,meta
236,Bottom hole temperature,This data was recently collected as a compendium,64,Unknown at this time,Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,temp
237,Geologic map,"Bedrock Geologic Map 1:250,000 scale Digital bedrock map with line features and associated metadata for 155 formations",1,"PolygonID, UnitName, UnitLabel, UnitURI, Lithology, Age, UnitType Source",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,map
238,Geologic map ,GIS coverage with data for 858 sq. miles of southeastern NH,1,"Raster file with depth attributed, 10m pixel",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,map
239,Geologic map ,"Bedrock geologic maps 1:24,000 scale, GIS coverage with digital features (polygon, line, point) and associated metadata ",10,"PolygonID, UnitName, UnitLabel, UnitURI, Lithology, Age, UnitType Source",Create metadata records in table form for import into NGDS catalog server. Documents will be scanned and placed in web-accessible location with URL in metadata.,13,map
240,Direct use heat pumps,Geothermal heat pump well locations including type (open or closed),5000 wells,"permit date, lat-long, unique identifier number, depth (if available).  Also driller's or geologist's logs will be documented, where available.","Download of georeferenced image file (tiff, Jpg, or pdf).  Assistance from NGDA AASG project personnel will be needed.  Map services will be hosted by data provider (NJGS) and will be maintained.",21,temp
241,Well Logs,oil an dgas well logs,300,"lat-long depth, and log type (e.g. natural gamma; spontaneous potential; single point resistance; gamma-gamma; fluid temperature, caliper; neutron; check shot survey) as records provides.","Lithology descriptions will include original recorded text, lithology categories from CGI vocabulary, and other properties.  Paper copies of logs will be scanned.  Make note if core sample exists and location of its storage.",21,lith
242,Well Logs,scanned well logs and metadata,300,create document for each of the 300 well logs (above) and insert into metadata catalog.,Consistent with Metadata spreadsheet to be provided by Granter,21,lith
243,Metadata ,metadata for datasets and logs,302,Metadata content recommended for documents for NGDS metadata,Create metadata records in table form or xml file for import into NGDS catalog server.  Work out details with project management,21,meta
244,Documents and metadata records ,(at least one document per study),25,"Feasibility studies may contain a wealth of geothermal information, including expected BTU output of the system, number of wells required, propoer well depth, etc.","Collect and compile the feasibility studies, including the scanning and archiving the studies.",21,meta
245,Active fault map,data to be extracted from existing maps and from newer STATEMAP products,1,"age of last movement, fault type, estimated total displacement, slip vector, source","Data will be digitized from geologic maps and imagery, and  provided in an ESRI shape file for NGDS document repository. Detailed metadata will be included.",42,map
246,Volcanic centers map,data to be extracted from existing maps and databases and from newer STATEMAP products,1,"location, age, generalized geochemistry of eruptive products","Data will be digitized from geologic maps and imagery, and  provided in an ESRI shape file for NGDS document repository. Detailed metadata will be included.",42,map
247,Temperature-depth logs ,"from Marshall Reiter's data set, industry temperature logs, NMSU temperature logs", 1000 wells,"temperature, depth, borehole ID, elevation, lat, long  depths, source, date measured, gradient interval, hole diameter, procedure, intercept, mean annual temperature",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS borehole temperature WFS service. Detailed metadata will be included.,42,temp
248,Thermal conductivity data  ,from Marshall Reiter's data set and NMSU and industry sources,700 wells,"boreholeID, collar elevation, lat, long , source, date measured, province,etc",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS thermal conductivity WFS service. Detailed metadata will be included.,42,temp
249,bottom hole temperature data ,Records of bottom hole temperature data for the state of New Mexico have been acquired from SMU.  We will avoid duplication of this data set. We will use NMBGMR and OCD records to acquire data not in the SMU data set., 2000 wells,"boreholeID, collar elevation, lat, long , source, date measured, province,etc",Data will be provided in an excel spreadsheet document for NGDS repository; arrangement with NGDS core to incorporate data into database for NGDS thermal conductivity WFS service. Detailed metadata will be included.,42,temp
250,Lithologic data ,rock type and depth from scout cards and well logs. Lithologic data from boreholes to support the interpretation of the temperature-depth and BHT data, 5000 wells,"boreholeID, collar elevation, lat, long of collar, source, formation name, lithology, formation top",Formation top data will be provided in an excel spreadsheet document for NGDS repository; existing maps will be digitized  and ESRI shape files will be provided to the NGDS.  Detailed metadata will be included.,42,meta
251,"Location, chemical and isotopic analysis of thermal springs and wells",discrete springs and wells; over 1000 samples with chemical and isotopic analysis with geothermometers, 400 ,"well or spring name, lat, long, depth, source, date measured, water chemistry procedure ",Data will be provided in an Excel spreadsheet workbook for NGDS repository. Detailed metadata will be included.,42,temp
252,Aquifer and reservoir hydraulic properties,"from 20 to 30 major stratigraphic units; lab core measurements, pump tests, and DST tests", 500 measurements ,"boreholeID, lat, long, depth, formation, date measured, hydraulic conductivity, permeability, methods.",Data will be provided in an Excel spreadsheet workbook for NGDS repository. Detailed metadata will be included.,42,meta
253,Well and spring discharge temperature (thermal and non-thermal),"temperature, production interval, depth, mean annual temperature", 2000 springs and wells,"well or spring name, lat, long, depth , formation, date measured, mean annual temperature",Data will be provided in an Excel spreadsheet workbook for NGDS repository. Detailed metadata will be included.,42,temp
254,Data base of existing geothermal production and injection wells,"temperature, production interval, construction, test data, available logs etc.", 30  wells,"boreholeID,s lat, long, depth , formation, construction, cost if known",Data will be provided in an Excel spreadsheet workbook for NGDS repository. Detailed metadata will be included.,42,other
255,Geothermal well records on file with the Nevada Bureau of Mines and Geology (NBMG) from geothermal exploration and production wells in Nevada,Electrical logs ,890,"Wireline geophysical data from the wells, collar elevation, latitude and longitude (or other coordinates that can be converted to latitude and longitude)",Data will be digitized from paper copies and posted as PDFs on the NBMG website.  We expect to complete ditigitazion of historical records (through 2009) within six months of the start date of the project.   W  ,23,meta
256,Samples of diamond-drill core from geothermal exploration and production wells.,Rock samples ,100,"Samples will be logged by rock type, alteration type, and known formations and reservoirs.  Photographs will be taken.",Sample descriptions and digital photographs will be made available on the NBMG website.  Representative samples will be skeletonized and permanently preserved in NBMG's Great Basin Science Sample and Records Library.  Metadata on the samples will be supplied to the National Catalog of archived materials in the National Geological and Geophysical Data Preservation Program.  We expect to archive existing core samples held by NBMG within six months of the start date.,23,temp
257,Annual production statistics from geothermal power plants in Nevada,Annual production statistics ,11,"Megawatt-hours of gross and net electrical production, by year, for each geothermal power plant in Nevada",Data will be made available in Excel spreadsheets or database files and posted on the NBMG website.  Historical data will be digitized within six months of the start date.  ,23,other
258,Metadata on new electronic records,Metadata ,"1,000 records",metadat using content model,Metadata meeting the DOE-NGDS II minimum metadata reporting requirements will be developed on new records entered into the NBMG geothermal database as part of this project within six months of the start date.  ,23,temp
259,Metadata on existing electronic records,Metadata ,10 coverages,metadat using content model,Metadata on various GIS coverages in the NBMG geothermal database will be converted to NGDS standards and comply with the DOE-NGDS II minimum metadata reporting requirements.  ,23,meta
260,Paper files,Paper files and records,100 files,document metadata,"Geothermal files from the Nevada Division of Minerals and from consultants and exploration companies will be scanned and entered into the NBMG geothermal database on the web, primarily as PDFs.",23,meta
261,Temperature depth log,"This is a kind of well log coverage, with the sampling frame corresponding to a borehole, the spatial reference is length measured along the borehole track, measured property is temperature.",754 logs,log of temperature vs. depth across a portion or the entire length of a well,Data will be served on the NYSGS website. Data will be provided as individual las files for each well available.,17,lith
262,"Fault, Fracture, and Lineament Map","A map of the faults, fractures, and lineaments ",1,"digital maps of NY State with geometery and orientation of faults, fractures, and lineaments ",Data will be served on the NYSGS website. Data will be provided as a series downloadable tiff or jpg as well as a shp file for import into software such as geographix or petra.,17,map
263,Geologic Unit Description,"A geologic unit description specifying properties important for geothermal energy evaluation; includes standard aquifer properties like lithology, permeability, porosity, as well as thermal properties like thermal conductivity and specific heat.",25 Units,Formation name and lithology ,Data will be served on the NYSGS website. Data will be provided in an excel spreadsheet document. ,17,map
264,Bottom hole temperature,"must have supporting information for the borehole, including location, type of hole (petroleum, mining, groundwater), etc, depth of the measurement, time since between stopping circulation  and measurement, the diameter of the borehole at the measurement ","<13,000 records","temperature, depth, formation, boreholeID, elevation, lat, long, source, date measured, hole diameter",Data will be served on the NYSGS website.  Data will be provided in an excel spreadsheet document.,17,temp
265,Earthquake epicenter,"Treat as observation because epicenter location is always the result of a measurement and analysis process; is observation with result that depends on a collection of seismometer recordings. The epicenter can also be conceived as a feature, with the obser",1 dataset,"depth, lat, long, magnitude",Data will be served on the NYSGS website. Data will be provided in an excel spreadsheet document. ,17,tect
266,Permeability,May be reported through observation service associating individual samples with permeability measurements. Permeability may also be reported associated with a geologic unit.," 5 wells, several measurements","depth, lithology, permeability, and confining pressure",Data will be served on the NYSGS website. Data will be provided in an excel spreadsheet document.,17,Other
267,Isopach and Structure Contour Maps of all lithologic units,2 maps for each of   25 formations / A series of maps that depict the topography and thickness of each major lithologic formation in the state. ,50 maps,various physical properties plotted vs. depth across a portion or the entire length of the well,Data will be served on the NYSGS website. Data will be provided as a series downloadable tiff or jpg as well as a shp file for import into software such as geographix or petra.,17,map
268,Borehole Lithology Log Dataset,"IGDS database of oil & gas wells plus other additional test wells, injection wells, etc.","229,000  well records","Locational x, y.z data, elevations, API #, TD We will provide header information, not entire logs.","Data provided in an Access database or by GIS-IMS site-Can also format as hml, csv, etc.",26,lith
269,Digital Well Log,Collection of measured properties, 400-800,Copy of LAS file by API #.,Provide link to ftp for .LAS download.  ,26,lith
270,BHT,Bottom hole Temp measurement s mostly asociated with oil & gas wells,"16,400 data points","API #, x,y,z data, elevations, TD, BHT reading, bottomost formation","Data provided in an Access database or Excel file.  Can also format as hml, csv, etc.",26,temp
271,Geologic Maps,"Up to ten predominant subsurface units as delineated by previous subsurface studies. Stucture maps, isopach map, areal extent, facies?needs to be determined",10,"Unit name-type, surface and bottom elevations, isopach thickness, structure, lines, grids, faults, etc.", GIS format.,26,map
272,Geologic unit feature,Descriptions derived from common Survey published maps.  Brief description of the above indentiifed units,10 maps' units, Emphasis on select uits with most promise for future geothermal studies,Database or perhaps taken from attribute table from Geologic  maps.  Metadata provided for each unit above.,26,map
273,Temperature log,Temperature log for complete hole," 1,200","x,y,z, TD info, bottom formation, continuous range of temperatures","Database . May submit all files as .tiff images. May send some representative LAS files, conversion of all images to LAS time prohibitive.",26,lith
274,Earthquake Epicenter,Link directly to our OhioSeis IMS - Ohio Earthquake network,1 metadata,"x,y,z data, occurrence date, magnitude, depth of epicenter, etc.",IMS and database,26,tect
275,"Draft, preliminary Geothermal Map",Based on primary geologic map units and BHT data,5 to 9 units mapped,Map units with adequate geothermal data,GIS Format,26,map
276,Gravity maps of Oklahoma,"Gravity data, ",8 grids (minimum) ,We will deliver edited databases of point values that include any new data we have compiled or acquired during the project and associated geotiff images. We will also deliver new grids of the fundamental anomaly data and a series of selected filtered grid,Upload geotiff image files and gridded data for each map,38,map
277,Magnetic map of Oklahoma. T,magnetic data,6 grids (minimum) ,"Same as for gravity and associated geotiff images. These items will include grids and images based on the following processing: Total magnetic intensity (TMI), upward continued TMI (heights to be determined), residual anomalies based on the upward continu",Upload geotiff image files and gridded data for each map,38,map
278,Depth to bedrock in Oklahoma,depth to bedrock map,1 document,"1,232 records","Data in an Excel spreadsheet. Also, a map (pdf file) showing the wells in relation to geologic provinces in Oklahoma; compressed (zip) file containing ESRI shapefiles of the dataset in geographic projection ",38,map
279,Arbuckle penetrations in Oklahoma and digital well logs of penetrated formation.,"Coverage. Wells will be identified from IHS  Energy database that have >100 ft Arbuckle penetration at depths >3,000 ft. ",400,"Geographically representative portion of 11,192 records. Probably <400 individual well records with accompanied digital well log images.","Data in Excel spreadsheet.  Well logs will be scanned in tiff, Jpg, or pdf format.",38,temp
280,Aquifer temperature map - Task 1,Domestic/irrigation/other well records with temperature information as records in shape file,3950,Low temperature well database with temperature data from domestic/irrigation/other wells,Spatial data are presented in the form of points representing low temperature wells and the coverage is statewide. Data will be provided in an ESRI shape file for NGDS document repository. Data will also be provided in an excel spreadsheet document for NGDS repository. Metadata delivered with data; one metadata record per document. DOGAMI intends to host WFS; the low temperature well data would be a substantial update to DOGAMI's Geothermal Information Layer of Oregon (GTILO). ,12,temp
281,Document - Task 2,Geothermal well record documents, 2200,Geothermal document catalog and database,"We will convert documents to digital image files, e.g. pdf. and employ OCR text recognition to make the Adobe Acrobat files searchable. Metadata delivered with data; one metadata record per document. DOGAMI intends to host WFS.",12,meta
282,"Hot springs - Task 3 ""SAB RECOMMENDATION""",Hot and warm spring features as records in shape file,42 /690 digital,Thermal springs database with fluid chemistry if available,"Spatial data are presented in the form of points representing hot and warm springs and the coverage is statewide. Data will be digitized from topographic maps or geologic maps and imagery, and provided in an ESRI shape file for NGDS document repository.  DOGAMI intends to host WFS; Data will also be provided in an excel spreadsheet document for NGDS repository.  Metadata delivered with data; one metadata record per document.",12,temp
283,Digital well log - Task 4,Geothermal electric and geophyical logs documents,169 digital,Log metadata,Metadata delivered with data; one metadata record per document (log). DOGAMI intends to host WFS.,12,lith
284,Bottom HoleTemperature,bht from geophysical logs ,"5,000 logs ","Well ID (API number), elevation,depth, max temperature, well location, source, date , raw data from log reports ",Data will be provided in an Excel spreadsheet ,18,temp
285,Geologic map,"Geologic map of Pennsylvania in digital (vector) format, 1:250,000 scale",1,Data layers are in shapefile format that is standard for all GIS software,Data will be provided in  ESRI shape files,18,map
286,Earthquake epicenter,Earthquake catalog and epicenter map of Pennsylvania. Magnitude ranges from <2 to 5.1,160,"Data layers are in shapefile format that is standard for all GIS software,",Data will be provided in  ESRI shape files,18,tect
287,Gravity map data, Bouger anomaly contour lines New map in production by Lawrence Malinconico at Lafayette College,1,Data layers are in shapefile format that is standard for all GIS software,Data will be provided in  ESRI shape files,18,map
288,Document,"Chapters 25 (Aeroradioactivity) & 26 (Terrestrial Heat-Flow Density) from ""The Geology of Pennsylvania""",2,Copy of a published report,Digital report in jpeg or pdf format,18,meta
289,Geologic map,"Basement depth and related geospatial database for Pennsylvania.   1:500,000 scale","",Data layers are in shapefile format that is standard for all GIS software,Data will be provided in  ESRI shape files,18,map
290,Borehole lithology log dataset,Documents: scanned sample descriptions and mudlogs,300 est.,Lithology logs with intervals defined by tops and bottoms.,"Scanned images of sample descriptions, strip logs, and mud logs with associated database indicating location data",18,lith
291,Faults   ,fault trace line features,"13,000",Data layers are in shapefile format that is standard for all GIS software. Tectonic map of Pennsylvania. most are fragments of larger fault. Paleozoic and some Mesozoic.,Data will be provided in  ESRI shape file or georeferenced image,18,tect
292,Drill stem test,"Drill stem test records from ""tight"" sand filings submitted in 1980s. ",5 est.,"Well ID (API number), elevation, total depth, pressure transient measurements. Tests in Medina (Silurian) and  Upper Devonian Fomations",Data will be provided in an Excel spreadsheet ,18,temp
293,Heat flow measurement,"Data from Maurath and Eckstein, 1981",9,Heat flow dataset,Data will be provided in an Excel spreadsheet ,18,temp
294,Borehole lithology log dataset,Documents: Scanned paper records,200+ ,"Collections of intervals defined by top and bottom coordinate in borehole trace, and association with lithology description. Lithology descriptions will include original recorded text, lithology categories from CGI vocabulary, and other properties. Log wi",Scanned paper copies in PDF format with NGDS metadata,20,lith
295,Digital boring log - lithology,record sets of intervals for lithology logs: Digitize paper records, 50,"Collections of intervals defined by top and bottom coordinate in borehole trace, and association with lithology description. Lithology descriptions will include original recorded text, lithology categories from CGI vocabulary, and other properties. Log wi",Place digitized data in an off-the-shelf program such as LogplotTM.,20,lith
296,Digital well log -water wells,record sets of intervals for lithology logs: Digitize paper records, 100,"Collections of intervals defined by top and bottom coordinate in well. Some lithologic information, depth to bedrock, nature of surficial material, water level in well. Log will be associated with a borehole collar location, and metadata for the original ",Data will be placed in an excel spreadsheet document for NGDS depository.,20,lith
297,"Geologic map - bedrock 1:24,000, 1:31,680","Documents: Scanned paper map, georeferenced. !:31,680 scale to be re-projected to 1:24,000.",40,"Map to be available as tiff, bmp, jpg, or pdf format as suggested by repository. NGDS metadata to be prepared for each map.","We will request assistance in creating our own map repository; if this proves not feasible, we would place maps in a regional repository as directed.",20,map
298,"Geologic map - Quaternary (surficial) 1:24,000, 1:31,680","Documents: Scanned paper map, georeferenced. 1:31,680 scale to be reprojected to 1:24,000.",30,"Map to be available as tiff, bmp, jpg, or pdf format as suggested by repository. NGDS metadata to be prepared for each map.","We will request assistance in creating our own map repository; if this proves not feasible, we would place maps in a regional repository as directed.",20,map
299,"Geologic map - simplified surficial with water resources information 1:24,000.",Documents: Scanned paper map and georeference. These maps show the till-stratified contact as well as selected depths to bedrock as point and contours.,40,"Map to be available as tiff, bmp, jpg, or pdf format as suggested by repository. NGDS metadata to be prepared for each map.","We will request assistance in creating our own map repository; if this proves not feasible, we would place maps in a regional repository as directed.",20,map
300,"Geologic map - Quaternary (surficial) 1:24,000, 1:31,680","Already digitized Quaternary maps. Maps have digitized and vector data (polygons) re-projected on latest raster topo images at 1:24,00 scale.",12,Maps available as ArcMap coverages with NGDS metadata.,"We will request assistance in creating our own map repository; if this proves not feasible, we would place maps in a regional repository as directed.",20,map
301,"Geologic map - bedrock 1:100,000.",Map available in RI Geographic Information System (RIGIS) as shapefile coverage.,1,Map also available in Adobe Illustrator. NGDS metadata to be prepared,"We will request assistance in creating our own map repository; if this proves not feasible, we would place maps in a regional repository as directed.",20,map
302,Borehole temperature data,Bore hole temperarture dataset,"","name, location, temperature, drillers data","",46,temp
303,Document,Technical progress reports to DOE (and an earlier agency incarnation),3 +,"Geothermal studies of late Paleozoic granites consisting by VPI of geology, geochemistry, and geophysics  (Costain, Glover, and Sinha)","Scan and OCR Reports, convert ot PDFs.",46,meta
304,Document,Papers published in technical journals.,undetermined,Published studies resulting from VPI geothermal project,"Scan and OCR Reports, convert ot PDFs.",46,meta
305,Borehole data,borehole data record,?,"Well ID, location, date, well log lithology, geo chem, temp logs, temp gradient, U/Th",Excel (?) spreadsheet,46,temp
306,Document metadata,metadata record for document,?,"","format tbd, content conforms to NGDS requirements.",46,meta
307,Bottom Hole Temperature - data,BHT records,?,BHT content model for NGDS,spreadsheet or shape file,46,temp
308,Temperature,Bottom hole temperatures dataset. Temperatures are in Fahrenheit in wells and O&G tests,1906 wells/test holes,"location, API no. Well name, Final BHT in F, max temp, BHT with associated data source, depth ",Data will be provided in an excel spreadsheet document for NGDS repository,6,temp
309,Geologic map,A map of calculated geothermal gradients (using the bottom hole temperature table) that are hand-contoured at 1 oF/100 ft intervals,1 map,The bottom hole temperature data table listed above. 1 map and associated geospatial files,The map will be compiled in ArcInfo. Files can be provided either in a geodatabase or in shapefiles.,6,map
310,Document,document describing an 880 meter core hole on the DOE Oak Ridge National Laboratory drilled in 1961.  Approximately 150 thermal conductivity measurements  A heat flow value for the borehole was determined.,1,Metadata content recommended for documents for NGDS metadata,create metadata records in table form or xml file for import into NGDS catalog server. Work out details with project management.,40,meta
311,Document,Geothermal Installation Reports from residential and commercial sites,90-300,"location, depth, elevation, date drilled, geothermal test results;bedrock formation(s) and lithology ","digitize (scan) the company geothermal installation reports in a PDF format.  Summarize the attributes associated with each site (metadata) in an Excel spreadsheet (.cvs format) designed for direct uploading into the NGDS core catalog.  we plan to scan them using OCR. Submit to  NGDS data center (e.g., Kentucky).",40,meta
312,Thermal Conductivity Measurement; Tennessee Valley Authority geothermal test site reports,"metadata for borehole, thermal conductivity measurement",65,"borehole location, depth, elevation, date drilled, thermal conductivity test results; bedrock formation(s) and associated lithology ","Provide scans in PDF format of the TVA geothermal installation test site reports.  Summarize the attributes associated with each site (metadata) in an Excel spreadsheet (.cvs format) 
Tennessee Division of Geology does not have the resources to implement a web service for data delivery.  NGDS data center (e.g., Kentucky).",40,temp
313,Temperature Depth Log,Oil and Gas Log,1200,"borehole location (lat/long), depth, elevation, date drilled, BHT if known.","Digitize (scan) the temperature depth log for each oil and gas well (.tif or .pdf formats).  We plan to compile the metadata in an Excel spreadsheet  (.cvs format) Tennessee Division of Geology does not have the resources to implement a web service for data delivery.  NGDS data center (e.g., Kentucky).  ",40,lith
314,Digital well log,"We have electronically scanned 43,173 records of the 327,701 available and extracted 2,661 data points  having BHT data.","327,701 cataloged well records","geographic location, depth, formation properties interpretable from geophysical log response",active link to small test data set will be constructed and tested within months 1 to 2 following statement of work plan approval and signing of subcontract.,41,lith
315,Digital well log,To be determined based on small data set test,"","geographic location, depth, formation properties interpretable from geophysical log response","Following successful completion of small test data set, month 3-12 will include the linkage to as many of the remaining digital logs as possible.",41,lith
316,Borehole lithology log dataset,"The core warehouse holds approximately 1 to 2 million linear feet of core, but this core is not specifically tied to well logs in the RRC or IGOR database sets.  Further, there is no clear way to sort the records by region, such that those logs available ",To be determined based on small data set test,"geographic location, depth, formation properties interpretable from geophysical log response","The actual number of well logs to be contributed will depend on the small data set test.  However, it is possible that up to 300 well logs per month will be scanned during the initial year of the project.  Months 1 to 3 will identify those critical areas, and wells that are deemed most important to scan.  Months 2 through 12 will include scanning and linking up to 300 logs each month for a total of 3,000 for the year.",41,lith
317,Document,"Review of data records has found 19,000 cataloged documents; however, only a very limited number of these documents are related to geothermal energy and a smaller subset is related to the West Texas Area.  Of this limited subset, initial examination found","TBD. Review of available records indicates  15,000 documents ","descriptions, data, analysis, consolidation of information, graphic illustration of resources.",Initial assessment is under way now.  Documents will be divided into those that are relevant to geothermal information and those that are secondary.  Primary documents will then be scanned at a rate to ensure that all relevant documents are completed prior to project completion,41,meta
318,Active Faults  (Quaternary faults),Active fault feature dataset,200 individual line features,200 individual line features (> 2000 attribute records),service and file based repository.  Single geospatial vector data layer available for download in shp file format from both UGS and Utah's AGRC GIS repository (http://geology.utah.gov/geothermal/ http://gis.utah.gov/download).  Data also to be available through Utah's State Geographic Information Database (SGID) as a feature data set through ArcSDE service (gdb93.agrc.utah.gov).,24,tect
319,Document  (Quaternary Faults),"Scanned report with about 200 individual Quaternary faults, fault segments, and folds in Utah.",1 report,"",Scanned pdf document to be available for download from UGS document repository (http://geology.utah.gov/geothermal/).  Future plans may include extracting tabular data records for integration with GIS spatial dataset.,24,meta
320,Volcanic Vents Feature  (Quaternary volcanic rocks),volcanic sources and flows ,130-150 ,Sservice and file based repository. Inlcuding about 130-150 volcanic sources and flows with eruption dated during the Quaternary period,  Single geospatial vector data layer available for download in shp file format from both UGS and Utah's AGRC GIS repository (http://geology.utah.gov/geothermal/ http://gis.utah.gov/download).  Data also to be available through Utah's State Geographic Information Database (SGID) as a feature data set through ArcSDE service (gdb93.agrc.utah.gov).,24,map
321,Document  (Volcanic Rocks & Vents),"Scanned report with data pertaining to Quaternary volcanic rocks in Utah (feature name, location, age, composition, etc.)",1 report,Document metadata,Scanned pdf and Excel Spreadsheet document available for download from UGS document repository (http://geology.utah.gov/geothermal/).  Future plans may include extracting tabular data records for integration with GIS spatial dataset.,24,meta
322,Hot spring descriptions,Spreadsheet document; accompanying text where appropriate,290,Data pertaining to about 290 thermal springs (temp. > 20 C) in Utah," to be compiled from existing documents and data sets, and provided through a web feature serivce (metadata, URL).",24,temp
323,Thermal well descriptions,Spreadsheet document; accompanying text where appropriate,850,Data pertaining to about 850 thermal wells (temp. > 20 C) in Utah,"Spreadsheet document; accompanying text where appropriate; to be provided through a web feature serivce (metadata, URL).",24,temp
324,Temperature-depth logs,Boreholes with temperature-depth data to augment SMU dataset for Utah,175 temperature profiles,"","Additional temperature-depth data in spreadsheet format plus scanned lithologic logs (where available); to be provided through a web feature service (metadata, URL)",24,temp
325,Geologic maps,Geologic maps at 1:500k; 1:250k; 1:100k ; 1:24k,25,"1:100,000-scale geologic maps (25 of the 46 total covering State of Utah)",Available in both service and file based repository.  Single geospatial vector data layer available for download in shp file format from both UGS and Utah's AGRC GIS repository (http://geology.utah.gov/maps/geomap/30x60/index.htmhttp://gis.utah.gov/download).  Data also to be available through Utah's State Geographic Information Database (SGID) as a feature data set through ArcSDE service (gdb93.agrc.utah.gov).  And through their ESRI raster image service (image.agrc.utah.gov),24,map
326,Drill stem tests,"Drill-stem tests from oil & gas fields (Uinta Basin, Paradox Basin, Overthrust Belt) from IHS database for Utah.",about 150,"",DST data to be provided initially in document format (available through URL with metadata); 150 DSTs represents first year contribution out of 500 total DSTs.,24,wchem
327,Bottom-hole temperatures (oil/gas exploratory wells),"BHT data from selected, oil/gas wells from UDOGM scanned geophysical logs",about 100 in year one,"","Corrected BHTs and accompanying parameters (borehole diameter, time since drill fluid circulation, depth, location, elevation, etc) provided initially as preliminary PDF report(s) in year one, then eventually through a web feature service (metadata, URL).",24,temp
328,Document (searchable bibliography),"Searchable, annotated geothermal bibliography for Utah",1,"","Spreadsheet document; accompanying text; to be compiled from existing documents and data sets, and provided through a web feature serivce (metadata, URL).  Links also available through the USGIN catalog at http://mw.usgin.org.",24,meta
329,"Borehole lithology logs, geothermal test wells",Lithologic descriptions of cuttings or core by depth interval,50,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval","For wells, interval lithology descriptions will be entered in web-accessible database on VA DMME server.  ",35,lith
330,"Borehole lithology logs, water wells",Lithologic descriptions of cuttings or core by depth interval,200,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval","For wells, interval lithology descriptions will be entered in web-accessible database on VA DMME server. ",35,lith
331,"Borehole lithology logs, oil and gas wells",Lithologic descriptions of cuttings or core by depth interval,200,"Latitude, longitude, elevation, well identification information, completion date, depth intervals, lithology for interval","For wells, interval lithology descriptions will be entered in web-accessible database on VA DMME server. ",35,lith
332,"Digital well log, geothermal test wells ",Paper geophysical logs to be scanned,50,"Latitude, longitude, elevation, well identification information","For wells, paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, Files will be placed on publicly-accessible directory on VA DMME server.  A",35,meta
333,"Digital well log, water wells ",Paper geophysical logs to be scanned,100,"Latitude, longitude, elevation, well identification information","For wells, paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, files will be acquired, verified, and quality-checked.   Representative wells will be selected.  Files will be placed on publicly-accessible directory on VA DMME server.  ",35,meta
334,"Digital well log, oil and gas wells ",Paper geophysical logs to be scanned,200,"Latitude, longitude, elevation, well identification information","For wells, paper geophysical logs will be scanned.  For wells with digital logs available in-state but off-line, files will be acquired, verified, and quality-checked.   Representative wellswill be selected.  Files will be placed on publicly-accessible directory on VA DMME server.  A",35,meta
335,Temperature depth log ,Temperature logs from geothermal test wells,100,"Latitude, longitude, well identification information, depth/elevation, temperature ","For wells, temperature/depth measurements will be entered in web-accessible database on VA DMME server.  M",35,lith
336,Document,"Various published and unpublished reports emanating from geothermal research at Virginia Tech, 1969-1989",30,"Title, authors, year, reference information, page numbers, total number of pages, file size","Bibliography of published and unpublished documents related to geothermal energywill be developed and placed on VA DMME server.  Each non-copyrighted report that is presently unavailable online will be scanned and processed with optical character recognition software, converted to portable document file format (.pdf), then made available for free download on VA DMME server.  ",35,meta
337,Geologic map,"175 scanned 1:24,000 geologic quadrangle maps","","Title, authors, year, scale, reference information, total number of pages (if report accompanies map), file size","USGS national geologic map database will be checked.  Team will seek permission from state geological survey to place their geological maps online for free download.  Where permission is granted, existing scanned 1:24,000 geologic maps and their accompanying reports will be converted to .pdf and made available for free download on VA DMME server.  Paper maps not currently available digitally for which permission is granted will be scanned, converted to pdf, and placed online for free download.  ",35,map
